calcPhase t x y theta P11 P12 P13 P22 P23 P33 U1 U2 y1 y2
2 20.600000 4.178654 281.666392 3.461900 10.090306 0.966723 0.003066 1.581160 -0.021769 0.002947 0.000000 0.000000 80.000000 35.000000 
3 20.600000 5.117328 281.499625 3.488388 7.984658 0.858954 -0.021387 1.407201 -0.010797 0.001776 0.000000 0.000000 0.000000 0.000000 
1 20.650000 3.705704 280.989461 3.515192 8.462605 1.077904 -0.020414 1.517812 -0.013279 0.001961 1.500983 0.026803 0.000000 0.000000 
2 20.650000 3.705704 280.989461 3.515192 8.462605 1.077904 -0.020414 1.517812 -0.013279 0.001961 0.000000 0.000000 80.000000 35.000000 
3 20.650000 4.255641 281.069829 3.518422 7.113257 0.864511 -0.027172 1.388623 -0.007462 0.001430 0.000000 0.000000 0.000000 0.000000 
1 20.700000 2.859973 280.517505 3.545225 7.570394 1.105162 -0.026329 1.501082 -0.009436 0.001614 1.500983 0.026803 0.000000 0.000000 
2 20.700000 2.859973 280.517505 3.545225 7.570394 1.105162 -0.026329 1.501082 -0.009436 0.001614 0.000000 0.000000 80.000000 35.000000 
3 20.700000 3.376513 280.707311 3.540753 6.514176 0.872945 -0.028731 1.387986 -0.005369 0.001268 0.000000 0.000000 0.000000 0.000000 
1 20.750000 1.993526 280.123961 3.567557 6.958187 1.125227 -0.027944 1.503684 -0.007103 0.001453 1.500983 0.026803 0.000000 0.000000 
2 20.750000 1.993526 280.123961 3.567557 6.958187 1.125227 -0.027944 1.503684 -0.007103 0.001453 0.000000 0.000000 80.000000 35.000000 
3 20.750000 2.539979 280.384820 3.559039 6.065711 0.889474 -0.028833 1.397237 -0.003902 0.001185 0.000000 0.000000 0.000000 0.000000 
1 20.800000 1.339400 279.852348 3.582492 6.506345 1.143747 -0.028169 1.513407 -0.005309 0.001369 1.313360 0.023453 0.000000 0.000000 
1 20.850000 -0.018041 279.211799 3.609295 6.929218 1.409177 -0.027243 1.647531 -0.007142 0.001553 1.500983 0.026803 0.000000 0.000000 
1 20.900000 -1.357829 278.535102 3.636098 7.338858 1.679996 -0.026136 1.799262 -0.009194 0.001737 1.500983 0.026803 0.000000 0.000000 
1 20.950000 -2.679000 277.822740 3.662901 7.735258 1.954988 -0.024838 1.969449 -0.011456 0.001922 1.500983 0.026803 0.000000 0.000000 
1 21.000000 -3.817904 277.168667 3.686354 8.124982 2.229710 -0.023530 2.152778 -0.013614 0.002106 1.313360 0.023453 0.000000 0.000000 
1 21.050000 -5.101621 276.390836 3.713158 8.496890 2.509088 -0.021820 2.359589 -0.016272 0.002290 1.500983 0.026803 0.000000 0.000000 
1 21.100000 -6.837435 275.274398 3.729910 8.849767 2.790162 -0.019197 2.600170 -0.020204 0.002474 2.063852 0.016752 0.000000 0.000000 
1 21.150000 -9.022540 273.816668 3.736610 9.194872 3.062465 -0.015554 2.881318 -0.025586 0.002659 2.626721 0.006701 0.000000 0.000000 
1 21.200000 -11.197829 272.344330 3.736610 9.551105 3.318329 -0.011640 3.186755 -0.031369 0.002843 2.626721 0.000000 0.000000 0.000000 
1 21.250000 -13.373118 270.871992 3.743311 9.915443 3.557368 -0.007413 3.521082 -0.037525 0.003027 2.626721 0.006701 0.000000 0.000000 
1 21.300000 -15.538491 269.385110 3.750012 10.289052 3.778208 -0.002868 3.885673 -0.044050 0.003211 2.626721 0.006701 0.000000 0.000000 
1 21.350000 -17.847808 267.776513 3.753362 10.675396 3.973321 0.002322 4.296277 -0.051448 0.003396 2.814343 0.003350 0.000000 0.000000 
1 21.400000 -20.151722 266.160187 3.756713 11.077299 4.144069 0.007837 4.743129 -0.059253 0.003580 2.814343 0.003350 0.000000 0.000000 
1 21.450000 -22.296976 264.644420 3.756713 11.494685 4.298118 0.013263 5.206237 -0.066932 0.003764 2.626721 0.000000 0.000000 0.000000 
1 21.500000 -24.595461 263.020385 3.760063 11.931566 4.417362 0.019405 5.727219 -0.075563 0.003948 2.814343 0.003350 0.000000 0.000000 
1 21.550000 -26.888493 261.388657 3.756713 12.390412 4.507618 0.025817 6.287849 -0.084639 0.004133 2.814343 -0.003350 0.000000 0.000000 
1 21.600000 -29.033747 259.872891 3.756713 12.863576 4.582818 0.032081 6.862418 -0.093504 0.004317 2.626721 -0.000000 0.000000 0.000000 
2 21.600000 -29.033747 259.872891 3.756713 12.863576 4.582818 0.032081 6.862418 -0.093504 0.004317 0.000000 0.000000 80.000000 -15.000000 
3 21.600000 -31.404608 258.297719 3.769669 8.817070 3.259219 0.009216 4.131079 -0.025240 0.001692 0.000000 0.000000 0.000000 0.000000 
1 21.650000 -33.833677 256.533796 3.769669 9.233160 3.459788 0.012199 4.463175 -0.029349 0.001876 3.001966 0.000000 0.000000 0.000000 
2 21.650000 -33.833677 256.533796 3.769669 9.233160 3.459788 0.012199 4.463175 -0.029349 0.001876 0.000000 0.000000 80.000000 -10.000000 
3 21.650000 -34.882881 256.496489 3.753868 6.986001 2.523508 0.005613 3.439729 -0.011936 0.001215 0.000000 0.000000 0.000000 0.000000 
1 21.700000 -37.032437 254.986832 3.753868 7.392669 2.761242 0.007447 3.687517 -0.014547 0.001399 2.626721 -0.000000 0.000000 0.000000 
2 21.700000 -37.032437 254.986832 3.753868 7.392669 2.761242 0.007447 3.687517 -0.014547 0.001399 0.000000 0.000000 80.000000 -10.000000 
3 21.700000 -37.194930 255.179633 3.744859 5.889487 2.094314 0.003659 3.064405 -0.005605 0.001045 0.000000 0.000000 0.000000 0.000000 
1 21.750000 -39.667011 253.476512 3.744859 6.296816 2.341273 0.005439 3.284481 -0.008188 0.001229 3.001966 0.000000 0.000000 0.000000 
2 21.750000 -39.667011 253.476512 3.744859 6.296816 2.341273 0.005439 3.284481 -0.008188 0.001229 0.000000 0.000000 80.000000 -10.000000 
3 21.750000 -39.294117 253.869528 3.738332 5.176891 1.825323 0.002717 2.830337 -0.002169 0.000978 0.000000 0.000000 0.000000 0.000000 
1 21.800000 -41.622064 252.288012 3.734982 5.585009 2.079844 0.004256 3.026451 -0.004451 0.001162 2.814343 -0.003350 0.000000 0.000000 
2 21.800000 -41.622064 252.288012 3.734982 5.585009 2.079844 0.004256 3.026451 -0.004451 0.001162 0.000000 0.000000 80.000000 -10.000000 
3 21.800000 -40.929181 252.794861 3.730347 4.687645 1.652801 0.002096 2.664923 0.000154 0.000957 0.000000 0.000000 0.000000 0.000000 
1 21.850000 -43.113649 251.336176 3.730347 5.095417 1.912249 0.003491 2.847005 -0.001936 0.001141 2.626721 -0.000000 0.000000 0.000000 
2 21.850000 -43.113649 251.336176 3.730347 5.095417 1.912249 0.003491 2.847005 -0.001936 0.001141 0.000000 0.000000 80.000000 -10.000000 
3 21.850000 -42.224465 251.931777 3.726381 4.337922 1.540796 0.001676 2.542269 0.001858 0.000958 0.000000 0.000000 0.000000 0.000000 
1 21.900000 -44.414700 250.481768 3.726381 4.746532 1.802740 0.003064 2.714801 -0.000240 0.001142 2.626721 0.000000 0.000000 0.000000 
1 21.950000 -46.917827 248.824613 3.726381 5.161560 2.055899 0.004957 2.899231 -0.003098 0.001326 3.001966 0.000000 0.000000 0.000000 
1 22.000000 -49.108062 247.374604 3.726381 5.580459 2.302302 0.006880 3.095238 -0.006002 0.001510 2.626721 0.000000 0.000000 0.000000 
1 22.050000 -51.454744 245.821022 3.729731 6.005577 2.538013 0.009238 3.309488 -0.009539 0.001695 2.814343 0.003350 0.000000 0.000000 
1 22.100000 -53.952304 244.155490 3.729731 6.441001 2.758718 0.012060 3.545566 -0.013771 0.001879 3.001966 0.000000 0.000000 0.000000 
1 22.150000 -56.449864 242.489959 3.729731 6.886338 2.964558 0.015190 3.803935 -0.018464 0.002063 3.001966 0.000000 0.000000 0.000000 
1 22.200000 -58.635229 241.032619 3.729731 7.334943 3.164598 0.018196 4.072348 -0.022972 0.002247 2.626721 -0.000000 0.000000 0.000000 
2 22.200000 -58.635229 241.032619 3.729731 7.334943 3.164598 0.018196 4.072348 -0.022972 0.002247 0.000000 0.000000 80.000000 35.000000 
3 22.200000 -59.536714 240.539756 3.723407 5.710651 2.514389 -0.002283 3.366254 -0.014142 0.001339 0.000000 0.000000 0.000000 0.000000 
1 22.250000 -61.260993 239.405586 3.740159 6.101517 2.768152 -0.000726 3.601817 -0.016424 0.001523 2.063852 0.016752 0.000000 0.000000 
2 22.250000 -61.260993 239.405586 3.740159 6.101517 2.768152 -0.000726 3.601817 -0.016424 0.001523 0.000000 0.000000 80.000000 35.000000 
3 22.250000 -61.609022 239.262922 3.735760 5.074978 2.214708 -0.008559 3.061188 -0.011258 0.001099 0.000000 0.000000 0.000000 0.000000 
1 22.300000 -62.697292 238.527677 3.752512 5.450393 2.486038 -0.007731 3.276808 -0.012441 0.001284 1.313360 0.016752 0.000000 0.000000 
2 22.300000 -62.697292 238.527677 3.752512 5.450393 2.486038 -0.007731 3.276808 -0.012441 0.001284 0.000000 0.000000 80.000000 35.000000 
3 22.300000 -62.828302 238.552903 3.747357 4.674281 2.008650 -0.011949 2.835487 -0.008834 0.001000 0.000000 0.000000 0.000000 0.000000 
1 22.350000 -63.907972 237.805087 3.764109 5.037933 2.287529 -0.011183 3.051923 -0.009901 0.001184 1.313360 0.016752 0.000000 0.000000 
2 22.350000 -63.907972 237.805087 3.764109 5.037933 2.287529 -0.011183 3.051923 -0.009901 0.001184 0.000000 0.000000 80.000000 35.000000 
3 22.350000 -63.889687 237.949159 3.758077 4.398418 1.864617 -0.013948 2.672795 -0.007124 0.000959 0.000000 0.000000 0.000000 0.000000 
1 22.400000 -64.961278 237.189813 3.781530 4.748904 2.149698 -0.013196 2.894909 -0.008135 0.001144 1.313360 0.023453 0.000000 0.000000 
2 22.400000 -64.961278 237.189813 3.781530 4.748904 2.149698 -0.013196 2.894909 -0.008135 0.001144 0.000000 0.000000 80.000000 30.000000 
3 22.400000 -64.874313 237.208805 3.783984 4.194717 1.764816 -0.015247 2.556090 -0.005877 0.000946 0.000000 0.000000 0.000000 0.000000 
1 22.450000 -65.925875 236.421955 3.807437 4.527930 2.055689 -0.014479 2.789723 -0.006855 0.001131 1.313360 0.023453 0.000000 0.000000 
2 22.450000 -65.925875 236.421955 3.807437 4.527930 2.055689 -0.014479 2.789723 -0.006855 0.001131 0.000000 0.000000 80.000000 30.000000 
3 22.450000 -65.784783 236.562636 3.805684 4.031458 1.697065 -0.016113 2.476646 -0.004944 0.000948 0.000000 0.000000 0.000000 0.000000 
1 22.500000 -66.819024 235.753155 3.829137 4.350344 1.991886 -0.015322 2.720385 -0.005907 0.001133 1.313360 0.023453 0.000000 0.000000 
2 22.500000 -66.819024 235.753155 3.829137 4.350344 1.991886 -0.015322 2.720385 -0.005907 0.001133 0.000000 0.000000 80.000000 25.000000 
3 22.500000 -66.639973 235.814007 3.834301 3.895499 1.651915 -0.016698 2.423842 -0.004247 0.000958 0.000000 0.000000 0.000000 0.000000 
1 22.550000 -67.795009 234.855444 3.861104 4.190269 1.951895 -0.015750 2.685599 -0.005329 0.001143 1.500983 0.026803 0.000000 0.000000 
2 22.550000 -67.795009 234.855444 3.861104 4.190269 1.951895 -0.015750 2.685599 -0.005329 0.001143 0.000000 0.000000 80.000000 25.000000 
3 22.550000 -67.562367 235.044284 3.861136 3.767101 1.625125 -0.016953 2.397788 -0.003827 0.000972 0.000000 0.000000 0.000000 0.000000 
1 22.600000 -69.255717 233.560469 3.867837 4.041586 1.932381 -0.015499 2.668235 -0.005464 0.001157 2.251475 0.006701 0.000000 0.000000 
2 22.600000 -69.255717 233.560469 3.867837 4.041586 1.932381 -0.015499 2.668235 -0.005464 0.001157 0.000000 0.000000 80.000000 25.000000 
3 22.600000 -68.846409 233.908732 3.867294 3.641672 1.616511 -0.016662 2.384565 -0.004012 0.000989 0.000000 0.000000 0.000000 0.000000 
1 22.650000 -70.811286 232.165481 3.873995 3.905664 1.925900 -0.014925 2.662350 -0.005943 0.001173 2.626721 0.006701 0.000000 0.000000 
2 22.650000 -70.811286 232.165481 3.873995 3.905664 1.925900 -0.014925 2.662350 -0.005943 0.001173 0.000000 0.000000 80.000000 25.000000 
3 22.650000 -70.217170 232.683945 3.873047 3.523515 1.618651 -0.016101 2.380020 -0.004486 0.001006 0.000000 0.000000 0.000000 0.000000 
1 22.700000 -72.311614 230.804096 3.876398 3.784428 1.927270 -0.014202 2.662867 -0.006587 0.001190 2.814343 0.003350 0.000000 0.000000 
1 22.750000 -74.260540 229.043031 3.883099 4.052019 2.226797 -0.012090 2.956432 -0.008893 0.001375 2.626721 0.006701 0.000000 0.000000 
1 22.800000 -76.335984 227.142226 3.886449 4.323197 2.517378 -0.009468 3.264625 -0.011738 0.001559 2.814343 0.003350 0.000000 0.000000 
1 22.850000 -78.405048 225.234478 3.889799 4.603033 2.796384 -0.006483 3.587115 -0.014953 0.001743 2.814343 0.003350 0.000000 0.000000 
1 22.900000 -80.605219 223.192163 3.889799 4.894199 3.060383 -0.002923 3.928788 -0.018788 0.001927 3.001966 0.000000 0.000000 0.000000 
1 22.950000 -82.667880 221.277494 3.893150 5.198528 3.310920 0.000781 4.283571 -0.022751 0.002112 2.814343 0.003350 0.000000 0.000000 
1 23.000000 -84.724114 219.355924 3.896500 5.515905 3.545466 0.004853 4.657014 -0.027080 0.002296 2.814343 0.003350 0.000000 0.000000 
1 23.050000 -86.910551 217.298913 3.896500 5.852098 3.757196 0.009576 5.057706 -0.032100 0.002480 3.001966 0.000000 0.000000 0.000000 
1 23.100000 -89.096988 215.241902 3.896500 6.208500 3.947444 0.014677 5.481230 -0.037522 0.002664 3.001966 0.000000 0.000000 0.000000 
1 23.150000 -91.146772 213.313454 3.893150 6.583190 4.122879 0.019797 5.916173 -0.043001 0.002849 2.814343 -0.003350 0.000000 0.000000 
1 23.200000 -93.203007 211.391884 3.896500 6.976652 4.276483 0.025291 6.375727 -0.048840 0.003033 2.814343 0.003350 0.000000 0.000000 
2 23.200000 -93.203007 211.391884 3.896500 6.976652 4.276483 0.025291 6.375727 -0.048840 0.003033 0.000000 0.000000 80.000000 -20.000000 
3 23.200000 -93.589108 210.358393 3.920673 5.347376 3.244142 0.013631 4.540251 -0.015889 0.001572 0.000000 0.000000 0.000000 0.000000 
1 23.250000 -95.725186 208.249135 3.920673 5.704430 3.463311 0.016947 4.900560 -0.019247 0.001756 3.001966 0.000000 0.000000 0.000000 
2 23.250000 -95.725186 208.249135 3.920673 5.704430 3.463311 0.016947 4.900560 -0.019247 0.001756 0.000000 0.000000 80.000000 -20.000000 
3 23.250000 -95.540156 208.203394 3.927328 4.592454 2.700824 0.011012 3.890138 -0.007308 0.001199 0.000000 0.000000 0.000000 0.000000 
1 23.300000 -97.529526 206.212681 3.923978 4.931519 2.948496 0.013391 4.211255 -0.009701 0.001383 2.814343 -0.003350 0.000000 0.000000 
2 23.300000 -97.529526 206.212681 3.923978 4.931519 2.948496 0.013391 4.211255 -0.009701 0.001383 0.000000 0.000000 80.000000 -20.000000 
3 23.300000 -97.025806 206.549240 3.927063 4.089786 2.354315 0.009286 3.500356 -0.002975 0.001045 0.000000 0.000000 0.000000 0.000000 
1 23.350000 -98.485065 205.089772 3.943815 4.398830 2.623097 0.010837 3.809668 -0.004475 0.001230 2.063852 0.016752 0.000000 0.000000 
2 23.350000 -98.485065 205.089772 3.943815 4.398830 2.623097 0.010837 3.809668 -0.004475 0.001230 0.000000 0.000000 80.000000 -20.000000 
3 23.350000 -97.894627 205.654807 3.941846 3.722051 2.128626 0.007739 3.253202 0.000084 0.000977 0.000000 0.000000 0.000000 0.000000 
1 23.400000 -98.940099 204.577802 3.961949 4.008944 2.407899 0.008812 3.563142 -0.000916 0.001161 1.500983 0.020102 0.000000 0.000000 
2 23.400000 -98.940099 204.577802 3.961949 4.008944 2.407899 0.008812 3.563142 -0.000916 0.001161 0.000000 0.000000 80.000000 -20.000000 
3 23.400000 -98.346868 205.237919 3.956507 3.440964 1.976052 0.006366 3.096815 0.002502 0.000949 0.000000 0.000000 0.000000 0.000000 
1 23.450000 -99.119046 204.418758 3.976610 3.712533 2.260216 0.007158 3.411105 0.001785 0.001133 1.125737 0.020102 0.000000 0.000000 
2 23.450000 -99.119046 204.418758 3.976610 3.712533 2.260216 0.007158 3.411105 0.001785 0.001133 0.000000 0.000000 80.000000 -25.000000 
3 23.450000 -98.324775 205.060496 3.979299 3.220145 1.869758 0.005176 3.000813 0.004512 0.000942 0.000000 0.000000 0.000000 0.000000 
1 23.500000 -99.203635 204.084524 4.002752 3.476692 2.154617 0.006114 3.326296 0.003706 0.001126 1.313360 0.023453 0.000000 0.000000 
2 23.500000 -99.203635 204.084524 4.002752 3.476692 2.154617 0.006114 3.326296 0.003706 0.001126 0.000000 0.000000 80.000000 -25.000000 
3 23.500000 -98.453989 204.813897 4.000374 3.039559 1.794112 0.004452 2.950189 0.006042 0.000945 0.000000 0.000000 0.000000 0.000000 
1 23.550000 -99.312087 203.819622 4.023826 3.282863 2.079230 0.005410 3.285272 0.005254 0.001129 1.313360 0.023453 0.000000 0.000000 
2 23.550000 -99.312087 203.819622 4.023826 3.282863 2.079230 0.005410 3.285272 0.005254 0.001129 0.000000 0.000000 80.000000 -25.000000 
3 23.550000 -98.592316 204.609258 4.017565 2.887610 1.740392 0.003975 2.930544 0.007327 0.000954 0.000000 0.000000 0.000000 0.000000 
1 23.600000 -99.433195 203.600379 4.041018 3.120383 2.025303 0.004956 3.273432 0.006547 0.001139 1.313360 0.023453 0.000000 0.000000 
1 23.650000 -100.366896 202.425154 4.067821 3.342520 2.304979 0.006322 3.631757 0.005520 0.001323 1.500983 0.026803 0.000000 0.000000 
1 23.700000 -101.156032 201.375307 4.091274 3.553214 2.578415 0.007735 4.006224 0.004509 0.001507 1.313360 0.023453 0.000000 0.000000 
1 23.750000 -102.029517 200.154662 4.118078 3.755946 2.844010 0.009609 4.396359 0.003243 0.001691 1.500983 0.026803 0.000000 0.000000 
1 23.800000 -102.869975 198.911046 4.144881 3.949934 3.100539 0.011750 4.803086 0.001878 0.001876 1.500983 0.026803 0.000000 0.000000 
1 23.850000 -103.676802 197.645352 4.171684 4.136377 3.347008 0.014164 5.226020 0.000429 0.002060 1.500983 0.026803 0.000000 0.000000 
1 23.900000 -104.352842 196.519348 4.195137 4.312688 3.585118 0.016515 5.662855 -0.000909 0.002244 1.313360 0.023453 0.000000 0.000000 
1 23.950000 -105.095068 195.214721 4.221940 4.488550 3.810218 0.019486 6.114880 -0.002495 0.002428 1.500983 0.026803 0.000000 0.000000 
1 24.000000 -105.713690 194.056178 4.245393 4.654708 4.026367 0.022334 6.579378 -0.003931 0.002613 1.313360 0.023453 0.000000 0.000000 
1 24.050000 -106.304972 192.883446 4.268846 4.817785 4.231339 0.025433 7.056040 -0.005404 0.002797 1.313360 0.023453 0.000000 0.000000 
1 24.100000 -106.868590 191.697171 4.292299 4.978915 4.424606 0.028787 7.544333 -0.006902 0.002981 1.313360 0.023453 0.000000 0.000000 
1 24.150000 -107.404235 190.498004 4.315752 5.139270 4.605697 0.032398 8.043683 -0.008414 0.003165 1.313360 0.023453 0.000000 0.000000 
1 24.200000 -107.984093 189.113549 4.342555 5.311646 4.768676 0.036828 8.556064 -0.010132 0.003350 1.500983 0.026803 0.000000 0.000000 
1 24.250000 -108.458821 187.888989 4.366008 5.474347 4.922408 0.040966 9.076980 -0.011625 0.003534 1.313360 0.023453 0.000000 0.000000 
1 24.300000 -108.904702 186.653632 4.389461 5.640064 5.062908 0.045368 9.606907 -0.013098 0.003718 1.313360 0.023453 0.000000 0.000000 
1 24.350000 -109.381031 185.230235 4.416264 5.827196 5.183170 0.050705 10.147702 -0.014727 0.003902 1.500983 0.026803 0.000000 0.000000 
2 24.350000 -109.381031 185.230235 4.416264 5.827196 5.183170 0.050705 10.147702 -0.014727 0.003902 0.000000 0.000000 80.000000 -25.000000 
3 24.350000 -111.202118 183.010850 4.397216 4.106189 3.628406 0.015494 7.297152 -0.000677 0.001727 0.000000 0.000000 0.000000 0.000000 
1 24.400000 -111.609235 181.762183 4.420669 4.195693 3.780040 0.017666 7.827929 -0.001329 0.001912 1.313360 0.023453 0.000000 0.000000 
2 24.400000 -111.609235 181.762183 4.420669 4.195693 3.780040 0.017666 7.827929 -0.001329 0.001912 0.000000 0.000000 80.000000 -25.000000 
3 24.400000 -112.524750 180.767063 4.406318 3.357055 2.783140 0.007141 6.091415 0.003093 0.001260 0.000000 0.000000 0.000000 0.000000 
1 24.450000 -112.977019 179.335838 4.433121 3.424188 2.937000 0.008958 6.622979 0.002572 0.001444 1.500983 0.026803 0.000000 0.000000 
2 24.450000 -112.977019 179.335838 4.433121 3.424188 2.937000 0.008958 6.622979 0.002572 0.001444 0.000000 0.000000 80.000000 -25.000000 
3 24.450000 -113.490801 178.975565 4.418195 2.892117 2.242125 0.003264 5.384185 0.005188 0.001078 0.000000 0.000000 0.000000 0.000000 
1 24.500000 -113.871634 177.718631 4.441648 2.943435 2.395969 0.004628 5.917157 0.004810 0.001262 1.313360 0.023453 0.000000 0.000000 
2 24.500000 -113.871634 177.718631 4.441648 2.943435 2.395969 0.004628 5.917157 0.004810 0.001262 0.000000 0.000000 80.000000 -30.000000 
3 24.500000 -113.862877 177.846387 4.438169 2.568603 1.870567 0.000814 4.944582 0.006757 0.000998 0.000000 0.000000 0.000000 0.000000 
1 24.550000 -114.269337 176.401486 4.464973 2.607740 2.016764 0.002266 5.482907 0.006390 0.001182 1.500983 0.026803 0.000000 0.000000 
2 24.550000 -114.269337 176.401486 4.464973 2.607740 2.016764 0.002266 5.482907 0.006390 0.001182 0.000000 0.000000 80.000000 -30.000000 
3 24.550000 -114.223314 176.757590 4.456405 2.325831 1.597308 -0.000645 4.667663 0.008067 0.000963 0.000000 0.000000 0.000000 0.000000 
1 24.600000 -114.555853 175.487026 4.479858 2.356439 1.737009 0.000586 5.209997 0.007776 0.001147 1.313360 0.023453 0.000000 0.000000 
2 24.600000 -114.555853 175.487026 4.479858 2.356439 1.737009 0.000586 5.209997 0.007776 0.001147 0.000000 0.000000 80.000000 -30.000000 
3 24.600000 -114.485057 175.976083 4.468416 2.135708 1.387436 -0.001781 4.493749 0.009292 0.000952 0.000000 0.000000 0.000000 0.000000 
1 24.650000 -114.847633 174.519550 4.495220 2.159358 1.522755 -0.000386 5.038826 0.008984 0.001136 1.500983 0.026803 0.000000 0.000000 
2 24.650000 -114.847633 174.519550 4.495220 2.159358 1.522755 -0.000386 5.038826 0.008984 0.001136 0.000000 0.000000 80.000000 -30.000000 
3 24.650000 -114.757644 175.141539 4.480802 1.980397 1.222646 -0.002437 4.387300 0.010406 0.000953 0.000000 0.000000 0.000000 0.000000 
1 24.700000 -115.059090 173.863241 4.504254 2.000378 1.353166 -0.001213 4.934863 0.010147 0.001137 1.313360 0.023453 0.000000 0.000000 
2 24.700000 -115.059090 173.863241 4.504254 2.000378 1.353166 -0.001213 4.934863 0.010147 0.001137 0.000000 0.000000 80.000000 -35.000000 
3 24.700000 -114.750504 174.717019 4.497854 1.852100 1.088842 -0.003031 4.326882 0.011494 0.000961 0.000000 0.000000 0.000000 0.000000 
1 24.750000 -115.070053 173.250445 4.524657 1.865378 1.212186 -0.001613 4.878205 0.011225 0.001145 1.500983 0.026803 0.000000 0.000000 
1 24.800000 -115.315167 171.960161 4.548110 1.878574 1.319981 -0.000129 5.435794 0.010979 0.001330 1.313360 0.023453 0.000000 0.000000 
1 24.850000 -115.560639 170.479386 4.574913 1.891981 1.414362 0.001848 5.998295 0.010705 0.001514 1.500983 0.026803 0.000000 0.000000 
1 24.900000 -115.740625 169.178417 4.598366 1.906861 1.493073 0.003823 6.565462 0.010479 0.001698 1.313360 0.023453 0.000000 0.000000 
1 24.950000 -115.911401 167.687180 4.625170 1.926475 1.558051 0.006362 7.136179 0.010257 0.001882 1.500983 0.026803 0.000000 0.000000 
1 25.000000 -116.025806 166.378813 4.648622 1.948733 1.607501 0.008830 7.709942 0.010099 0.002067 1.313360 0.023453 0.000000 0.000000 
1 25.050000 -116.121454 164.880880 4.675426 1.980660 1.643326 0.011929 8.285851 0.009985 0.002251 1.500983 0.026803 0.000000 0.000000 
1 25.100000 -116.169989 163.568417 4.698879 2.015980 1.663979 0.014885 8.863204 0.009945 0.002435 1.313360 0.023453 0.000000 0.000000 
1 25.150000 -116.190267 162.067571 4.725682 2.066249 1.671595 0.018540 9.441313 0.009993 0.002619 1.500983 0.026803 0.000000 0.000000 
1 25.200000 -116.170315 160.566720 4.752485 2.128681 1.664791 0.022469 10.019409 0.010151 0.002804 1.500983 0.026803 0.000000 0.000000 
1 25.250000 -116.117669 159.254415 4.775938 2.194728 1.643656 0.026143 10.596604 0.010385 0.002988 1.313360 0.023453 0.000000 0.000000 
1 25.300000 -116.022347 157.756462 4.802741 2.284271 1.611402 0.030610 11.172580 0.010789 0.003172 1.500983 0.026803 0.000000 0.000000 
1 25.350000 -115.903843 156.448459 4.826194 2.377007 1.565472 0.034749 11.746230 0.011262 0.003356 1.313360 0.023453 0.000000 0.000000 
1 25.400000 -115.733392 154.957185 4.852997 2.499056 1.510390 0.039737 12.317580 0.011969 0.003541 1.500983 0.026803 0.000000 0.000000 
1 25.450000 -115.549330 153.656787 4.876450 2.623391 1.442301 0.044325 12.885277 0.012728 0.003725 1.313360 0.023453 0.000000 0.000000 
1 25.500000 -115.304180 152.175959 4.903254 2.782922 1.367618 0.049815 13.449845 0.013789 0.003909 1.500983 0.026803 0.000000 0.000000 
1 25.550000 -115.019432 150.702233 4.930057 2.964278 1.283995 0.055544 14.010061 0.015056 0.004093 1.500983 0.026803 0.000000 0.000000 
1 25.600000 -114.695290 149.236667 4.956860 3.168594 1.192569 0.061505 14.565502 0.016543 0.004278 1.500983 0.026803 0.000000 0.000000 
1 25.650000 -114.241161 147.416227 4.976963 3.444899 1.110665 0.069252 15.121066 0.018642 0.004462 1.876229 0.020102 0.000000 0.000000 
1 25.700000 -113.603343 145.062000 4.980313 3.835849 1.058498 0.079747 15.684318 0.021523 0.004646 2.439098 0.003350 0.000000 0.000000 
2 25.700000 -113.603343 145.062000 4.980313 3.835849 1.058498 0.079747 15.684318 0.021523 0.004646 0.000000 0.000000 80.000000 -25.000000 
3 25.700000 -112.898931 143.163498 5.015230 2.463591 0.448199 0.018046 10.614080 0.001123 0.001862 0.000000 0.000000 0.000000 0.000000 
1 25.750000 -112.115555 140.656312 5.021931 2.619161 0.301527 0.022704 11.141264 0.002613 0.002046 2.626721 0.006701 0.000000 0.000000 
2 25.750000 -112.115555 140.656312 5.021931 2.619161 0.301527 0.022704 11.141264 0.002613 0.002046 0.000000 0.000000 80.000000 -25.000000 
3 25.750000 -111.997353 140.203042 5.027403 2.237781 0.189956 0.006213 8.347260 -0.000168 0.001331 0.000000 0.000000 0.000000 0.000000 
1 25.800000 -111.125384 137.527187 5.030754 2.337117 0.026340 0.009771 8.869197 0.001005 0.001516 2.814343 0.003350 0.000000 0.000000 
2 25.800000 -111.125384 137.527187 5.030754 2.337117 0.026340 0.009771 8.869197 0.001005 0.001516 0.000000 0.000000 80.000000 -25.000000 
3 25.800000 -111.136134 137.795580 5.030326 2.129534 0.014900 0.000866 7.004912 0.000281 0.001133 0.000000 0.000000 0.000000 0.000000 
1 25.850000 -110.197696 134.944065 5.037027 2.202424 -0.155058 0.004091 7.525516 0.001366 0.001318 3.001966 0.006701 0.000000 0.000000 
2 25.850000 -110.197696 134.944065 5.037027 2.202424 -0.155058 0.004091 7.525516 0.001366 0.001318 0.000000 0.000000 80.000000 -25.000000 
3 25.850000 -110.304264 135.654945 5.033199 2.058431 -0.124302 -0.002108 6.139324 0.001168 0.001049 0.000000 0.000000 0.000000 0.000000 
