calcPhase t x y theta P11 P12 P13 P22 P23 P33 U1 U2 y1 y2
1 25.900000 -109.416803 132.984188 5.036549 2.113271 -0.295022 0.000691 6.661455 0.002109 0.001233 2.814343 0.003350 0.000000 0.000000 
2 25.900000 -109.416803 132.984188 5.036549 2.113271 -0.295022 0.000691 6.661455 0.002109 0.001233 0.000000 0.000000 80.000000 -25.000000 
3 25.900000 -109.577399 133.957515 5.031487 2.002142 -0.240822 -0.004172 5.552059 0.002101 0.001015 0.000000 0.000000 0.000000 0.000000 
1 25.950000 -108.694510 131.285243 5.034838 2.045127 -0.410184 -0.001462 6.076404 0.003007 0.001200 2.814343 0.003350 0.000000 0.000000 
2 25.950000 -108.694510 131.285243 5.034838 2.045127 -0.410184 -0.001462 6.076404 0.003007 0.001200 0.000000 0.000000 80.000000 -25.000000 
3 25.950000 -108.904698 132.452455 5.028939 1.952444 -0.341087 -0.005573 5.140152 0.003073 0.001007 0.000000 0.000000 0.000000 0.000000 
1 26.000000 -108.028622 129.777942 5.032289 1.986993 -0.507916 -0.002883 5.667051 0.003964 0.001191 2.814343 0.003350 0.000000 0.000000 
2 26.000000 -108.028622 129.777942 5.032289 1.986993 -0.507916 -0.002883 5.667051 0.003964 0.001191 0.000000 0.000000 80.000000 -25.000000 
3 26.000000 -108.285578 131.100368 5.025796 1.905416 -0.428380 -0.006528 4.845037 0.004054 0.001012 0.000000 0.000000 0.000000 0.000000 
2 26.000000 -108.285578 131.100368 5.025796 1.905416 -0.428380 -0.006528 4.845037 0.004054 0.001012 0.000000 0.000000 80.000000 25.000000 
3 26.000000 -107.936741 130.082278 5.024093 1.836087 -0.312764 -0.007871 4.219618 -0.002095 0.000824 0.000000 0.000000 0.000000 0.000000 
1 26.050000 -107.016096 127.224969 5.024093 1.852177 -0.492494 -0.005517 4.739926 -0.001337 0.001008 3.001966 -0.000000 0.000000 0.000000 
2 26.050000 -107.016096 127.224969 5.024093 1.852177 -0.492494 -0.005517 4.739926 -0.001337 0.001008 0.000000 0.000000 80.000000 25.000000 
3 26.050000 -106.792906 126.702000 5.025764 1.779459 -0.367620 -0.006973 4.181862 -0.005716 0.000841 0.000000 0.000000 0.000000 0.000000 
1 26.100000 -105.925325 124.024719 5.029115 1.804228 -0.558059 -0.004724 4.694250 -0.004978 0.001025 2.814343 0.003350 0.000000 0.000000 
2 26.100000 -105.925325 124.024719 5.029115 1.804228 -0.558059 -0.004724 4.694250 -0.004978 0.001025 0.000000 0.000000 80.000000 30.000000 
3 26.100000 -105.970367 123.835745 5.022562 1.728894 -0.424090 -0.006244 4.168323 -0.008309 0.000868 0.000000 0.000000 0.000000 0.000000 
1 26.150000 -105.054097 120.977031 5.022562 1.754118 -0.619236 -0.003762 4.677808 -0.007513 0.001052 3.001966 0.000000 0.000000 0.000000 
2 26.150000 -105.054097 120.977031 5.022562 1.754118 -0.619236 -0.003762 4.677808 -0.007513 0.001052 0.000000 0.000000 80.000000 30.000000 
3 26.150000 -105.193956 121.193378 5.018911 1.676265 -0.478620 -0.005357 4.167368 -0.010199 0.000899 0.000000 0.000000 0.000000 0.000000 
1 26.200000 -104.401358 118.689092 5.018911 1.707683 -0.672848 -0.003106 4.676967 -0.009487 0.001083 2.626721 -0.000000 0.000000 0.000000 
2 26.200000 -104.401358 118.689092 5.018911 1.707683 -0.672848 -0.003106 4.676967 -0.009487 0.001083 0.000000 0.000000 80.000000 30.000000 
3 26.200000 -104.614819 119.197304 5.017073 1.628715 -0.526086 -0.004726 4.174309 -0.011720 0.000930 0.000000 0.000000 0.000000 0.000000 
1 26.250000 -103.826824 116.691566 5.017073 1.662869 -0.722697 -0.002396 4.682227 -0.010987 0.001114 2.626721 0.000000 0.000000 0.000000 
2 26.250000 -103.826824 116.691566 5.017073 1.662869 -0.722697 -0.002396 4.682227 -0.010987 0.001114 0.000000 0.000000 80.000000 25.000000 
3 26.250000 -103.951963 117.410822 5.025959 1.582909 -0.571074 -0.004048 4.182884 -0.012896 0.000960 0.000000 0.000000 0.000000 0.000000 
1 26.300000 -103.141734 114.912184 5.025959 1.623651 -0.774171 -0.001649 4.685453 -0.012118 0.001145 2.626721 0.000000 0.000000 0.000000 
2 26.300000 -103.141734 114.912184 5.025959 1.623651 -0.774171 -0.001649 4.685453 -0.012118 0.001145 0.000000 0.000000 80.000000 25.000000 
3 26.300000 -103.352443 115.821911 5.034032 1.542309 -0.617935 -0.003339 4.186837 -0.013766 0.000989 0.000000 0.000000 0.000000 0.000000 
1 26.350000 -102.640694 113.685898 5.040733 1.592653 -0.824544 -0.001232 4.685095 -0.013048 0.001173 2.251475 0.006701 0.000000 0.000000 
2 26.350000 -102.640694 113.685898 5.040733 1.592653 -0.824544 -0.001232 4.685095 -0.013048 0.001173 0.000000 0.000000 80.000000 25.000000 
3 26.350000 -102.929876 114.710500 5.046759 1.510328 -0.662902 -0.002918 4.186635 -0.014474 0.001015 0.000000 0.000000 0.000000 0.000000 
1 26.400000 -102.375719 113.115413 5.063511 1.571983 -0.873226 -0.001309 4.679620 -0.013885 0.001199 1.688606 0.016752 0.000000 0.000000 
1 26.450000 -101.859454 111.706009 5.083613 1.646703 -1.087775 0.000368 5.166631 -0.013232 0.001383 1.500983 0.020102 0.000000 0.000000 
1 26.500000 -101.383024 110.482109 5.100365 1.732340 -1.305193 0.002049 5.648938 -0.012545 0.001567 1.313360 0.016752 0.000000 0.000000 
1 26.550000 -100.815178 109.092685 5.120468 1.831961 -1.530443 0.004209 6.121363 -0.011611 0.001752 1.500983 0.020102 0.000000 0.000000 
1 26.600000 -100.293975 107.887171 5.143921 1.945580 -1.760357 0.006298 6.585863 -0.010649 0.001936 1.313360 0.023453 0.000000 0.000000 
1 26.650000 -99.744646 106.694212 5.167374 2.074720 -1.996054 0.008582 7.040443 -0.009532 0.002120 1.313360 0.023453 0.000000 0.000000 
1 26.700000 -99.167492 105.514462 5.190826 2.220088 -2.236634 0.011054 7.485030 -0.008250 0.002304 1.313360 0.023453 0.000000 0.000000 
1 26.750000 -98.476450 104.182016 5.217630 2.388467 -2.481969 0.014081 7.916705 -0.006576 0.002489 1.500983 0.026803 0.000000 0.000000 
1 26.800000 -97.840760 103.032750 5.241083 2.570614 -2.729888 0.016903 8.339887 -0.004927 0.002673 1.313360 0.023453 0.000000 0.000000 
1 26.850000 -97.083656 101.736701 5.267886 2.778772 -2.978994 0.020312 8.750876 -0.002811 0.002857 1.500983 0.026803 0.000000 0.000000 
1 26.900000 -96.292089 100.461408 5.294689 3.008942 -3.228194 0.023893 9.151240 -0.000453 0.003041 1.500983 0.026803 0.000000 0.000000 
1 26.950000 -95.569811 99.364489 5.318142 3.251406 -3.478818 0.027177 9.542752 0.001821 0.003226 1.313360 0.023453 0.000000 0.000000 
1 27.000000 -94.822008 98.284810 5.341595 3.512875 -3.728155 0.030602 9.925189 0.004314 0.003410 1.313360 0.023453 0.000000 0.000000 
1 27.050000 -93.938676 97.071273 5.368398 3.805473 -3.970580 0.034658 10.298785 0.007436 0.003594 1.500983 0.026803 0.000000 0.000000 
1 27.100000 -93.137579 96.030523 5.391851 4.108195 -4.213795 0.038330 10.663168 0.010402 0.003778 1.313360 0.023453 0.000000 0.000000 
1 27.150000 -92.076502 94.716938 5.415304 4.454693 -4.438223 0.043198 11.026731 0.014527 0.003963 1.688606 0.023453 0.000000 0.000000 
1 27.200000 -90.378474 92.712852 5.422005 4.887870 -4.607426 0.051094 11.420587 0.021309 0.004147 2.626721 0.006701 0.000000 0.000000 
1 27.250000 -88.789299 90.862523 5.425355 5.337723 -4.760273 0.058745 11.829744 0.027924 0.004331 2.439098 0.003350 0.000000 0.000000 
1 27.300000 -86.948492 88.733682 5.435406 5.857896 -4.861598 0.067885 12.273616 0.035989 0.004515 2.814343 0.010051 0.000000 0.000000 
2 27.300000 -86.948492 88.733682 5.435406 5.857896 -4.861598 0.067885 12.273616 0.035989 0.004515 0.000000 0.000000 80.000000 -35.000000 
3 27.300000 -85.656385 86.899012 5.450060 3.827709 -3.410032 0.013438 8.534570 0.015608 0.001753 0.000000 0.000000 0.000000 0.000000 
2 27.300000 -85.656385 86.899012 5.450060 3.827709 -3.410032 0.013438 8.534570 0.015608 0.001753 0.000000 0.000000 80.000000 35.000000 
3 27.300000 -85.169722 87.048284 5.469722 3.255856 -2.642640 0.013271 6.539692 -0.007648 0.001182 0.000000 0.000000 0.000000 0.000000 
1 27.350000 -83.236308 85.003183 5.473072 3.589508 -2.916362 0.015680 6.817643 -0.005355 0.001366 2.814343 0.003350 0.000000 0.000000 
2 27.350000 -83.236308 85.003183 5.473072 3.589508 -2.916362 0.015680 6.817643 -0.005355 0.001366 0.000000 0.000000 80.000000 -30.000000 
3 27.350000 -83.364278 84.321386 5.454258 2.945894 -2.170837 0.004542 5.494372 -0.001647 0.000989 0.000000 0.000000 0.000000 0.000000 
2 27.350000 -83.364278 84.321386 5.454258 2.945894 -2.170837 0.004542 5.494372 -0.001647 0.000989 0.000000 0.000000 80.000000 35.000000 
3 27.350000 -83.316502 84.819760 5.467931 2.617852 -1.769739 0.005033 4.722728 -0.009189 0.000817 0.000000 0.000000 0.000000 0.000000 
1 27.400000 -81.515404 82.907770 5.474631 2.915456 -2.063848 0.006585 4.994363 -0.007706 0.001001 2.626721 0.006701 0.000000 0.000000 
2 27.400000 -81.515404 82.907770 5.474631 2.915456 -2.063848 0.006585 4.994363 -0.007706 0.001001 0.000000 0.000000 80.000000 -30.000000 
3 27.400000 -81.854233 82.796380 5.458175 2.554599 -1.622121 0.000513 4.240031 -0.004639 0.000810 0.000000 0.000000 0.000000 0.000000 
2 27.400000 -81.854233 82.796380 5.458175 2.554599 -1.622121 0.000513 4.240031 -0.004639 0.000810 0.000000 0.000000 80.000000 35.000000 
3 27.400000 -81.994813 83.367393 5.469861 2.314197 -1.353515 0.001211 3.802163 -0.009173 0.000706 0.000000 0.000000 0.000000 0.000000 
1 27.450000 -79.932201 81.186238 5.469861 2.595616 -1.656304 0.002750 4.072360 -0.007717 0.000890 3.001966 0.000000 0.000000 0.000000 
2 27.450000 -79.932201 81.186238 5.469861 2.595616 -1.656304 0.002750 4.072360 -0.007717 0.000890 0.000000 0.000000 80.000000 -30.000000 
3 27.450000 -80.376930 81.371828 5.454212 2.342711 -1.343766 -0.001623 3.552892 -0.005225 0.000751 0.000000 0.000000 0.000000 0.000000 
1 27.500000 -78.475468 79.296986 5.457562 2.604895 -1.642681 -0.000071 3.847807 -0.003792 0.000935 2.814343 0.003350 0.000000 0.000000 
2 27.500000 -78.475468 79.296986 5.457562 2.604895 -1.642681 -0.000071 3.847807 -0.003792 0.000935 0.000000 0.000000 80.000000 -30.000000 
3 27.500000 -79.009187 79.682610 5.442009 2.372325 -1.358795 -0.003870 3.382785 -0.002200 0.000795 0.000000 0.000000 0.000000 0.000000 
1 27.550000 -77.258250 77.724580 5.442009 2.616959 -1.654265 -0.002315 3.698586 -0.000809 0.000979 2.626721 -0.000000 0.000000 0.000000 
2 27.550000 -77.258250 77.724580 5.442009 2.616959 -1.654265 -0.002315 3.698586 -0.000809 0.000979 0.000000 0.000000 80.000000 -35.000000 
3 27.550000 -77.788054 78.443823 5.436107 2.396626 -1.386505 -0.005688 3.266723 0.000172 0.000836 0.000000 0.000000 0.000000 0.000000 
1 27.600000 -75.924464 76.334899 5.439458 2.631683 -1.680439 -0.003930 3.592823 0.001735 0.001020 2.814343 0.003350 0.000000 0.000000 
2 27.600000 -75.924464 76.334899 5.439458 2.631683 -1.680439 -0.003930 3.592823 0.001735 0.001020 0.000000 0.000000 80.000000 -35.000000 
3 27.600000 -76.584150 77.212755 5.432668 2.417102 -1.422235 -0.007017 3.183094 0.002269 0.000874 0.000000 0.000000 0.000000 0.000000 
1 27.650000 -74.727826 75.097432 5.429317 2.640727 -1.713172 -0.005164 3.522817 0.003884 0.001058 2.814343 -0.003350 0.000000 0.000000 
1 27.700000 -72.878599 72.975902 5.432668 2.874999 -1.996848 -0.002926 3.867309 0.005848 0.001242 2.814343 0.003350 0.000000 0.000000 
1 27.750000 -70.898519 70.719559 5.432668 3.119503 -2.270358 -0.000124 4.221763 0.008307 0.001426 3.001966 0.000000 0.000000 0.000000 
1 27.800000 -69.537215 69.168322 5.442719 3.379644 -2.541894 0.002069 4.568002 0.010271 0.001611 2.063852 0.010051 0.000000 0.000000 
1 27.850000 -68.410719 67.910388 5.466172 3.657830 -2.812895 0.004052 4.901054 0.012132 0.001795 1.688606 0.023453 0.000000 0.000000 
1 27.900000 -67.511853 66.952810 5.482924 3.947380 -3.084987 0.005743 5.222246 0.013774 0.001979 1.313360 0.016752 0.000000 0.000000 
1 27.950000 -66.466390 65.875797 5.503026 4.253646 -3.350979 0.007832 5.539768 0.015885 0.002163 1.500983 0.020102 0.000000 0.000000 
1 28.000000 -64.732675 64.160154 5.513077 4.584225 -3.592630 0.011506 5.882097 0.019673 0.002348 2.439098 0.010051 0.000000 0.000000 
1 28.050000 -62.981804 62.462024 5.516428 4.929565 -3.820856 0.015479 6.236590 0.023796 0.002532 2.439098 0.003350 0.000000 0.000000 
1 28.100000 -60.955015 60.509422 5.519778 5.300995 -4.021690 0.020405 6.620032 0.028944 0.002716 2.814343 0.003350 0.000000 0.000000 
1 28.150000 -59.057250 58.693341 5.526479 5.688897 -4.209600 0.025303 7.012836 0.034131 0.002900 2.626721 0.006701 0.000000 0.000000 
2 28.150000 -59.057250 58.693341 5.526479 5.688897 -4.209600 0.025303 7.012836 0.034131 0.002900 0.000000 0.000000 80.000000 -5.000000 
3 28.150000 -58.391670 58.347160 5.539795 4.395233 -3.190511 0.011229 5.237257 0.012043 0.001616 0.000000 0.000000 0.000000 0.000000 
1 28.200000 -56.319813 56.442446 5.543145 4.758752 -3.425665 0.014296 5.557027 0.015401 0.001800 2.814343 0.003350 0.000000 0.000000 
2 28.200000 -56.319813 56.442446 5.543145 4.758752 -3.425665 0.014296 5.557027 0.015401 0.001800 0.000000 0.000000 80.000000 -5.000000 
3 28.200000 -56.321460 56.572773 5.547363 3.867163 -2.663434 0.007306 4.452229 0.006504 0.001257 0.000000 0.000000 0.000000 0.000000 
1 28.250000 -54.374327 54.809727 5.554064 4.217938 -2.920509 0.009506 4.738992 0.008967 0.001441 2.626721 0.006701 0.000000 0.000000 
2 28.250000 -54.374327 54.809727 5.554064 4.217938 -2.920509 0.009506 4.738992 0.008967 0.001441 0.000000 0.000000 80.000000 -5.000000 
3 28.250000 -54.733805 55.209067 5.554470 3.530022 -2.321184 0.004825 3.935779 0.003740 0.001102 0.000000 0.000000 0.000000 0.000000 
1 28.300000 -52.634219 53.334964 5.557821 3.875391 -2.586535 0.006882 4.210718 0.006060 0.001286 2.814343 0.003350 0.000000 0.000000 
2 28.300000 -52.634219 53.334964 5.557821 3.875391 -2.586535 0.006882 4.210718 0.006060 0.001286 0.000000 0.000000 80.000000 -5.000000 
3 28.300000 -53.242369 53.951368 5.556898 3.304697 -2.089664 0.003252 3.574820 0.002330 0.001029 0.000000 0.000000 0.000000 0.000000 
1 28.350000 -50.997963 51.957768 5.556898 3.644736 -2.360005 0.005304 3.845293 0.004640 0.001213 3.001966 -0.000000 0.000000 0.000000 
2 28.350000 -50.997963 51.957768 5.556898 3.644736 -2.360005 0.005304 3.845293 0.004640 0.001213 0.000000 0.000000 80.000000 -5.000000 
3 28.350000 -51.803161 52.761832 5.555722 3.147097 -1.930167 0.002237 3.312158 0.001645 0.000998 0.000000 0.000000 0.000000 0.000000 
1 28.400000 -49.701231 50.890356 5.559072 3.483134 -2.205203 0.004097 3.577112 0.003748 0.001182 2.814343 0.003350 0.000000 0.000000 
1 28.450000 -47.452497 48.901639 5.559072 3.828332 -2.469989 0.006447 3.853531 0.006406 0.001366 3.001966 0.000000 0.000000 0.000000 
1 28.500000 -45.203763 46.912922 5.559072 4.183608 -2.723379 0.009164 4.142836 0.009479 0.001550 3.001966 -0.000000 0.000000 0.000000 
1 28.550000 -43.095574 45.048499 5.562422 4.549149 -2.966803 0.012044 4.441514 0.012757 0.001735 2.814343 0.003350 0.000000 0.000000 
1 28.600000 -40.981151 43.191151 5.565773 4.927725 -3.197092 0.015254 4.753165 0.016436 0.001919 2.814343 0.003350 0.000000 0.000000 
1 28.650000 -38.860517 41.340897 5.562422 5.317158 -3.413271 0.018818 5.082911 0.020493 0.002103 2.814343 -0.003350 0.000000 0.000000 
1 28.700000 -36.887056 39.607371 5.562422 5.714871 -3.619910 0.022464 5.423651 0.024644 0.002287 2.626721 0.000000 0.000000 0.000000 
1 28.750000 -34.772633 37.750023 5.559072 6.130816 -3.804353 0.026729 5.791308 0.029466 0.002472 2.814343 -0.003350 0.000000 0.000000 
1 28.800000 -32.664445 35.885600 5.562422 6.564781 -3.969896 0.031320 6.178630 0.034693 0.002656 2.814343 0.003350 0.000000 0.000000 
1 28.850000 -30.550022 34.028251 5.559072 7.015029 -4.115486 0.036272 6.590295 0.040292 0.002840 2.814343 -0.003350 0.000000 0.000000 
2 28.850000 -30.550022 34.028251 5.559072 7.015029 -4.115486 0.036272 6.590295 0.040292 0.002840 0.000000 0.000000 80.000000 35.000000 
3 28.850000 -29.815656 32.651399 5.535927 5.440055 -3.215791 0.022498 4.740042 0.006890 0.001445 0.000000 0.000000 0.000000 0.000000 
1 28.900000 -27.751180 30.738688 5.532577 5.840748 -3.438761 0.025272 5.043342 0.009864 0.001629 2.814343 -0.003350 0.000000 0.000000 
2 28.900000 -27.751180 30.738688 5.532577 5.840748 -3.438761 0.025272 5.043342 0.009864 0.001629 0.000000 0.000000 80.000000 30.000000 
3 28.900000 -27.216312 30.650480 5.543733 4.738717 -2.728731 0.018481 4.082754 -0.001183 0.001115 0.000000 0.000000 0.000000 0.000000 
1 28.950000 -24.998346 28.627504 5.543733 5.133471 -2.972819 0.020737 4.345385 0.001289 0.001299 3.001966 0.000000 0.000000 0.000000 
2 28.950000 -24.998346 28.627504 5.543733 5.133471 -2.972819 0.020737 4.345385 0.001289 0.001299 0.000000 0.000000 80.000000 30.000000 
3 28.950000 -25.007443 28.885036 5.551579 4.275681 -2.406014 0.016050 3.680748 -0.004721 0.000988 0.000000 0.000000 0.000000 0.000000 
1 29.000000 -22.913284 27.004869 5.548228 4.657778 -2.664959 0.017913 3.925151 -0.002659 0.001172 2.814343 -0.003350 0.000000 0.000000 
2 29.000000 -22.913284 27.004869 5.548228 4.657778 -2.664959 0.017913 3.925151 -0.002659 0.001172 0.000000 0.000000 80.000000 30.000000 
3 29.000000 -23.256306 27.494117 5.555090 3.948245 -2.189316 0.014323 3.409105 -0.006790 0.000937 0.000000 0.000000 0.000000 0.000000 
1 29.050000 -21.295608 25.746168 5.555090 4.323123 -2.456902 0.015960 3.641948 -0.004953 0.001121 2.626721 0.000000 0.000000 0.000000 
2 29.050000 -21.295608 25.746168 5.555090 4.323123 -2.456902 0.015960 3.641948 -0.004953 0.001121 0.000000 0.000000 80.000000 30.000000 
3 29.050000 -21.866074 26.370599 5.560856 3.709696 -2.040866 0.013047 3.213824 -0.008185 0.000921 0.000000 0.000000 0.000000 0.000000 
1 29.100000 -19.613796 24.385896 5.560856 4.090367 -2.310217 0.014876 3.434189 -0.006110 0.001106 3.001966 0.000000 0.000000 0.000000 
2 29.100000 -19.613796 24.385896 5.560856 4.090367 -2.310217 0.014876 3.434189 -0.006110 0.001106 0.000000 0.000000 80.000000 35.000000 
3 29.100000 -20.667283 25.099516 5.555949 3.540579 -1.936239 0.012375 3.061152 -0.008900 0.000924 0.000000 0.000000 0.000000 0.000000 
1 29.150000 -19.826341 24.351117 5.555949 3.882057 -2.218866 0.013066 3.302211 -0.008123 0.001109 1.125737 -0.000000 0.000000 0.000000 
2 29.150000 -19.826341 24.351117 5.555949 3.882057 -2.218866 0.013066 3.302211 -0.008123 0.001109 0.000000 0.000000 80.000000 35.000000 
3 29.150000 -20.809197 25.050407 5.552430 3.383041 -1.869677 0.011023 2.971360 -0.010479 0.000934 0.000000 0.000000 0.000000 0.000000 
1 29.200000 -20.809197 25.050407 5.552430 3.703458 -2.156860 0.011023 3.228756 -0.010479 0.001119 0.000000 0.000000 0.000000 0.000000 
2 29.200000 -20.809197 25.050407 5.552430 3.703458 -2.156860 0.011023 3.228756 -0.010479 0.001119 0.000000 0.000000 80.000000 35.000000 
3 29.200000 -21.628892 25.642569 5.549409 3.244026 -1.823276 0.009420 2.928687 -0.012412 0.000947 0.000000 0.000000 0.000000 0.000000 
1 29.250000 -21.628892 25.642569 5.549409 3.562707 -2.110644 0.009420 3.187819 -0.012412 0.001132 0.000000 0.000000 0.000000 0.000000 
2 29.250000 -21.628892 25.642569 5.549409 3.562707 -2.110644 0.009420 3.187819 -0.012412 0.001132 0.000000 0.000000 80.000000 35.000000 
3 29.250000 -22.320405 26.150286 5.546754 3.132801 -1.789030 0.008160 2.908210 -0.014022 0.000961 0.000000 0.000000 0.000000 0.000000 
1 29.300000 -22.320405 26.150286 5.546754 3.449955 -2.076552 0.008160 3.168868 -0.014022 0.001145 0.000000 0.000000 0.000000 0.000000 
2 29.300000 -22.320405 26.150286 5.546754 3.449955 -2.076552 0.008160 3.168868 -0.014022 0.001145 0.000000 0.000000 80.000000 35.000000 
3 29.300000 -22.909105 26.589816 5.544379 3.042512 -1.764149 0.007172 2.902897 -0.015377 0.000974 0.000000 0.000000 0.000000 0.000000 
1 29.350000 -22.909105 26.589816 5.544379 3.358301 -2.051802 0.007172 3.164921 -0.015377 0.001158 0.000000 0.000000 0.000000 0.000000 
2 29.350000 -22.909105 26.589816 5.544379 3.358301 -2.051802 0.007172 3.164921 -0.015377 0.001158 0.000000 0.000000 80.000000 35.000000 
3 29.350000 -23.413935 26.973166 5.542227 2.968258 -1.746488 0.006400 2.907941 -0.016526 0.000986 0.000000 0.000000 0.000000 0.000000 
1 29.400000 -23.137070 26.719877 5.542227 3.286113 -2.036599 0.006649 3.162128 -0.016253 0.001170 0.375246 0.000000 0.000000 0.000000 
2 29.400000 -23.137070 26.719877 5.542227 3.286113 -2.036599 0.006649 3.162128 -0.016253 0.001170 0.000000 0.000000 80.000000 35.000000 
3 29.400000 -23.608130 27.085761 5.540454 2.909417 -1.737093 0.006015 2.910547 -0.017273 0.000996 0.000000 0.000000 0.000000 0.000000 
1 29.450000 -22.640678 26.197533 5.537104 3.232533 -2.033847 0.006903 3.144369 -0.016312 0.001180 1.313360 -0.003350 0.000000 0.000000 
1 29.500000 -21.125079 24.796659 5.540454 3.567633 -2.331470 0.008551 3.361783 -0.014517 0.001365 2.063852 0.003350 0.000000 0.000000 
1 29.550000 -20.157627 23.908431 5.537104 3.895563 -2.623005 0.009767 3.601262 -0.013201 0.001549 1.313360 -0.003350 0.000000 0.000000 
1 29.600000 -20.019845 23.781078 5.540454 4.211596 -2.911158 0.009964 3.861926 -0.012987 0.001733 0.187623 0.003350 0.000000 0.000000 
1 29.650000 -20.019845 23.781078 5.540454 4.525126 -3.199013 0.009964 4.126208 -0.012987 0.001917 0.000000 0.000000 0.000000 0.000000 
1 29.700000 -20.019845 23.781078 5.540454 4.838656 -3.486868 0.009964 4.390491 -0.012987 0.002102 0.000000 0.000000 0.000000 0.000000 
1 29.750000 -20.019845 23.781078 5.540454 5.152186 -3.774723 0.009964 4.654774 -0.012987 0.002286 0.000000 0.000000 0.000000 0.000000 
1 29.800000 -20.019845 23.781078 5.540454 5.465716 -4.062578 0.009964 4.919056 -0.012987 0.002470 0.000000 0.000000 0.000000 0.000000 
1 29.850000 -20.019845 23.781078 5.540454 5.779246 -4.350433 0.009964 5.183339 -0.012987 0.002655 0.000000 0.000000 0.000000 0.000000 
1 29.900000 -20.019845 23.781078 5.540454 6.092775 -4.638288 0.009964 5.447622 -0.012987 0.002839 0.000000 0.000000 0.000000 0.000000 
1 29.950000 -19.052392 22.892850 5.543804 6.428092 -4.925358 0.012476 5.687444 -0.010232 0.003023 1.313360 0.003350 0.000000 0.000000 
1 30.000000 -17.943337 21.881441 5.537104 6.768252 -5.206649 0.015556 5.934773 -0.006900 0.003207 1.500983 -0.006701 0.000000 0.000000 
1 30.050000 -17.805555 21.754089 5.540454 7.085781 -5.493173 0.015963 6.197210 -0.006456 0.003392 0.187623 0.003350 0.000000 0.000000 
1 30.100000 -17.805555 21.754089 5.540454 7.399311 -5.781028 0.015963 6.461492 -0.006456 0.003576 0.000000 0.000000 0.000000 0.000000 
1 30.150000 -17.805555 21.754089 5.540454 7.712841 -6.068883 0.015963 6.725775 -0.006456 0.003760 0.000000 0.000000 0.000000 0.000000 
1 30.200000 -17.805555 21.754089 5.540454 8.026371 -6.356738 0.015963 6.990058 -0.006456 0.003944 0.000000 0.000000 0.000000 0.000000 
1 30.250000 -17.805555 21.754089 5.540454 8.339901 -6.644593 0.015963 7.254340 -0.006456 0.004129 0.000000 0.000000 0.000000 0.000000 
1 30.300000 -17.805555 21.754089 5.540454 8.653430 -6.932448 0.015963 7.518623 -0.006456 0.004313 0.000000 0.000000 0.000000 0.000000 
1 30.350000 -17.805555 21.754089 5.540454 8.966960 -7.220303 0.015963 7.782906 -0.006456 0.004497 0.000000 0.000000 0.000000 0.000000 
1 30.400000 -17.252725 21.246530 5.540454 9.297853 -7.501349 0.018245 8.041424 -0.003970 0.004681 0.750492 0.000000 0.000000 0.000000 
1 30.450000 -16.008857 20.104522 5.543804 9.660892 -7.764140 0.023572 8.301158 0.001870 0.004866 1.688606 0.003350 0.000000 0.000000 
1 30.500000 -14.761170 18.966688 5.540454 10.034606 -8.013627 0.029128 8.577622 0.007922 0.005050 1.688606 -0.003350 0.000000 0.000000 
1 30.550000 -14.346547 18.586018 5.543804 10.372886 -8.285395 0.031044 8.847440 0.010023 0.005234 0.562869 0.003350 0.000000 0.000000 
1 30.600000 -14.346547 18.586018 5.543804 10.688344 -8.573078 0.031044 9.109794 0.010023 0.005418 0.000000 0.000000 0.000000 0.000000 
1 30.650000 -14.346547 18.586018 5.543804 11.003802 -8.860762 0.031044 9.372149 0.010023 0.005603 0.000000 0.000000 0.000000 0.000000 
1 30.700000 -14.346547 18.586018 5.543804 11.319260 -9.148445 0.031044 9.634503 0.010023 0.005787 0.000000 0.000000 0.000000 0.000000 
1 30.750000 -14.346547 18.586018 5.543804 11.634718 -9.436129 0.031044 9.896857 0.010023 0.005971 0.000000 0.000000 0.000000 0.000000 
1 30.800000 -14.069283 18.333166 5.537104 11.962520 -9.712616 0.032564 10.169047 0.011668 0.006155 0.375246 -0.006701 0.000000 0.000000 
1 30.850000 -13.518156 17.823758 5.523702 12.301692 -9.975650 0.035745 10.457509 0.015018 0.006340 0.750492 -0.013402 0.000000 0.000000 
1 30.900000 -12.429656 16.790260 5.517001 12.682970 -10.202917 0.042343 10.775218 0.021875 0.006524 1.500983 -0.006701 0.000000 0.000000 
1 30.950000 -10.807329 15.229109 5.510300 13.128353 -10.372566 0.052598 11.144359 0.032390 0.006708 2.251475 -0.006701 0.000000 0.000000 
1 31.000000 -9.195500 13.657121 5.510300 13.606433 -10.508689 0.063143 11.547877 0.043202 0.006892 2.251475 0.000000 0.000000 0.000000 
2 31.000000 -9.195500 13.657121 5.510300 13.606433 -10.508689 0.063143 11.547877 0.043202 0.006892 0.000000 0.000000 80.000000 -5.000000 
3 31.000000 -4.979735 9.846849 5.517177 7.936953 -6.164341 0.008305 6.989422 0.013340 0.002159 0.000000 0.000000 0.000000 0.000000 
1 31.050000 -4.303652 9.196488 5.513826 8.246884 -6.437846 0.009714 7.288023 0.014796 0.002344 0.938114 -0.003350 0.000000 0.000000 
2 31.050000 -4.303652 9.196488 5.513826 8.246884 -6.437846 0.009714 7.288023 0.014796 0.002344 0.000000 0.000000 80.000000 -5.000000 
